dataset,site,n_site,panel,base_rate,n_panels,pooled_on_site,within_site,values_on_site
cand_eicu_regime,49,1878,1,0.0617678381256656,30,0.9994667110258718,0.9996159340874398,0.5073951035265567
cand_eicu_regime,58,880,1,0.09886363636363636,30,0.9999710107115422,0.9558855502891682,0.5254236059775912
cand_eicu_regime,60,644,1,0.023291925465838508,30,1.0,0.7923158452570217,0.5132485426603074
cand_eicu_regime,61,629,1,0.04451510333863275,30,1.0,0.9844307107202281,0.5539576895650107
cand_eicu_regime,68,1160,1,0.08189655172413793,30,0.9982159624413146,0.9986261428218434,0.4612700765999506
cand_eicu_regime,72,552,1,0.028985507246376812,30,0.9988922574626866,0.8638642723880596,0.5113689365671642
cand_eicu_regime,81,649,1,0.03697996918335902,30,0.9998666666666667,0.9537333333333333,0.5294666666666666
cand_eicu_regime,83,547,1,0.02376599634369287,30,0.9943820224719102,0.9284067991933161,0.5267934312878133
cand_eicu_regime,86,623,1,0.07865168539325842,30,0.9977956339330156,0.9970134395221504,0.5423984924980445
cand_eicu_regime,87,575,1,0.13391304347826086,30,0.9998956866426747,0.9978615761748292,0.593399572315235
cand_eicu_regime,88,673,1,0.022288261515601784,30,0.9993920972644377,0.9188956433637284,0.5061803444782168
cand_eicu_regime,89,665,1,0.16842105263157894,30,0.9978364763626969,0.9981674631878068,0.5631942650477912
cand_eicu_regime,90,1593,1,0.013810420590081607,30,0.9997395984028702,0.8360627278513975,0.4429575834731786
cand_eicu_regime,94,1239,1,0.020984665052461663,30,0.9999682922189106,0.9014205085928086,0.4863656541315239
cand_eicu_regime,96,759,1,0.05928853754940711,30,0.9987861811391223,0.9360410830999066,0.534593837535014
cand_eicu_regime,98,1228,1,0.0732899022801303,30,0.9977592267135325,0.9427992579574302,0.5158074594805702
cand_eicu_regime,POOLED,47701,2,0.08062724051906668,30,0.9993984365462865,nan,0.4978373128768498
cand_eicu_regime,3,2230,2,0.16322869955156952,30,1.0,1.0,0.4929596127345323
cand_eicu_regime,6,619,2,0.407108239095315,30,1.0,1.0,0.5205008433891268
cand_eicu_regime,7,1066,2,0.23170731707317074,30,1.0,1.0,0.49310159026758216
cand_eicu_regime,10,499,2,0.02404809619238477,30,1.0,0.8747433264887063,0.6033538672142368
cand_eicu_regime,14,569,2,0.040421792618629174,30,1.0,0.9758321388756171,0.456322662844402
cand_eicu_regime,19,942,2,0.0435244161358811,30,0.9999729298069895,0.9659592322893262,0.46207465959232286
cand_eicu_regime,21,765,2,0.054901960784313725,30,1.0,0.9823816110123165,0.44674965421853385
cand_eicu_regime,24,551,2,0.06352087114337568,30,1.0,0.9598006644518272,0.506312292358804
cand_eicu_regime,26,758,2,0.05408970976253298,30,1.0,0.7903017314691976,0.4570024152124367
cand_eicu_regime,28,631,2,0.10618066561014262,30,1.0,0.9856965174129352,0.46505504392928976
cand_eicu_regime,30,926,2,0.02267818574514039,30,0.9999473822678243,0.9441199684293606,0.4790055248618784
